Datum;Sat;Energija;Cijena;Status ukljucivanja
29.08.2025;19;5,1248000000000005;121,92;True
29.08.2025;20;0,0592;146,59;True
29.08.2025;21;0,0;140,88;True
29.08.2025;22;0,0;116,28;True
29.08.2025;23;0,0;100,63;True
29.08.2025;24;0,0;90,47;True
30.08.2025;1;0,0;94,91;True
30.08.2025;2;0,0;89,66;True
30.08.2025;3;0,0;85,58;True
30.08.2025;4;0,0;81,51;True
30.08.2025;5;0,0;87,57;True
30.08.2025;6;0,0;93,42;True
30.08.2025;7;9,1728;91,08;True
30.08.2025;8;18,7728;92,6;True
30.08.2025;9;59,395199999999996;87,56;True
30.08.2025;10;131,792;83,25;True
30.08.2025;11;76,6192;38,65;True
30.08.2025;12;73,3216;5,23;True
30.08.2025;13;60,6288;0,0;True
30.08.2025;14;186,9712;0,0;True
30.08.2025;15;194,8096;0,0;True
30.08.2025;16;189,1408;9,57;True
30.08.2025;17;144,5488;64,0;True
30.08.2025;18;60,0896;102,91;True
30.08.2025;19;36,2416;129,93;True
30.08.2025;20;2,1151999999999997;130,49;True
30.08.2025;21;0,0;125,26;True
30.08.2025;22;0,0;111,6;True
30.08.2025;23;0,0;98,22;True
30.08.2025;24;0,0;84,13;True
31.08.2025;1;0,0;79,33;True
31.08.2025;2;0,0;70,31;True
31.08.2025;3;0,0;63,04;True
31.08.2025;4;0,0;59,39;True
31.08.2025;5;0,0;56,36;True
31.08.2025;6;0,0;70,44;True
31.08.2025;7;3,5200000000000005;70,97;True
31.08.2025;8;22,857599999999998;67,08;True
31.08.2025;9;47,888;22,31;True
31.08.2025;10;252,0768;5,39;True
31.08.2025;11;398,5872;0,01;True
31.08.2025;12;386,05440000000004;-0,01;False
31.08.2025;13;355,4384;-0,1;False
31.08.2025;14;260,8496;-0,98;False
31.08.2025;15;211,0032;-0,6;False
31.08.2025;16;78,4144;0,0;True
31.08.2025;17;67,12639999999999;27,8;True
31.08.2025;18;70,6384;87,54;True
31.08.2025;19;68,8016;112,68;True
31.08.2025;20;4,352;128,27;True
31.08.2025;21;0,0;126,44;True
31.08.2025;22;0,0;110,99;True
31.08.2025;23;0,0;100,01;True
31.08.2025;24;0,0;88,75;True

Total Energy;94714,32159999998
Total Energy No Cond;111885,9343999999
