Mjerno mjesto	Datum	Vrijeme	OBIS	Brojilo	Konstanta	Vrijednost snaga	Vrijednost energija	Status
 0497330635	08.08.2025	15:00:00	LP: A-_T0	69051391	160	458,3616	114,5904	0
 0497330635	08.08.2025	15:15:00	LP: A-_T0	69051391	160	456,2624	114,0656	0
 0497330635	08.08.2025	15:30:00	LP: A-_T0	69051391	160	469,696	117,424	0
 0497330635	08.08.2025	15:45:00	LP: A-_T0	69051391	160	454,8608	113,7152	0
 0497330635	08.08.2025	16:00:00	LP: A-_T0	69051391	160	438,8288	109,7072	0
 0497330635	08.08.2025	16:15:00	LP: A-_T0	69051391	160	415,6288	103,9072	0
 0497330635	08.08.2025	16:30:00	LP: A-_T0	69051391	160	386,8864	96,7216	0
 0497330635	08.08.2025	16:45:00	LP: A-_T0	69051391	160	356,8768	89,2192	0
 0497330635	08.08.2025	17:00:00	LP: A-_T0	69051391	160	325,4464	81,3616	0
 0497330635	08.08.2025	17:15:00	LP: A-_T0	69051391	160	291,4624	72,8656	0
 0497330635	08.08.2025	17:30:00	LP: A-_T0	69051391	160	255,0912	63,7728	0
 0497330635	08.08.2025	17:45:00	LP: A-_T0	69051391	160	217,5488	54,3872	0
 0497330635	08.08.2025	18:00:00	LP: A-_T0	69051391	160	178,432	44,608	0
 0497330635	08.08.2025	18:15:00	LP: A-_T0	69051391	160	139,9872	34,9968	0
 0497330635	08.08.2025	18:30:00	LP: A-_T0	69051391	160	102,9952	25,7488	0
 0497330635	08.08.2025	18:45:00	LP: A-_T0	69051391	160	69,0816	17,2704	0
 0497330635	08.08.2025	19:00:00	LP: A-_T0	69051391	160	41,8688	10,4672	0
 0497330635	08.08.2025	19:15:00	LP: A-_T0	69051391	160	24,3136	6,0784	0
 0497330635	08.08.2025	19:30:00	LP: A-_T0	69051391	160	15,9232	3,9808	0
 0497330635	08.08.2025	19:45:00	LP: A-_T0	69051391	160	11,296	2,824	0
 0497330635	08.08.2025	20:00:00	LP: A-_T0	69051391	160	6,6816	1,6704	0
 0497330635	08.08.2025	20:15:00	LP: A-_T0	69051391	160	2,3616	0,5904	0
 0497330635	08.08.2025	20:30:00	LP: A-_T0	69051391	160	0,0448	0,0112	0
 0497330635	08.08.2025	20:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	08.08.2025	21:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	08.08.2025	21:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	08.08.2025	21:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	08.08.2025	21:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	08.08.2025	22:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	08.08.2025	22:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	08.08.2025	22:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	08.08.2025	22:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	08.08.2025	23:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	08.08.2025	23:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	08.08.2025	23:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	08.08.2025	23:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	0:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	0:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	0:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	0:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	1:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	1:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	1:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	1:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	2:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	2:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	2:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	2:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	3:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	3:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	3:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	3:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	4:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	4:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	4:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	4:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	5:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	5:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	5:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	5:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	6:00:00	LP: A-_T0	69051391	160	2,7264	0,6816	0
 0497330635	09.08.2025	6:15:00	LP: A-_T0	69051391	160	7,2256	1,8064	0
 0497330635	09.08.2025	6:30:00	LP: A-_T0	69051391	160	12,6016	3,1504	0
 0497330635	09.08.2025	6:45:00	LP: A-_T0	69051391	160	23,712	5,928	0
 0497330635	09.08.2025	7:00:00	LP: A-_T0	69051391	160	46,272	11,568	0
 0497330635	09.08.2025	7:15:00	LP: A-_T0	69051391	160	75,2512	18,8128	0
 0497330635	09.08.2025	7:30:00	LP: A-_T0	69051391	160	103,4176	25,8544	0
 0497330635	09.08.2025	7:45:00	LP: A-_T0	69051391	160	137,2544	34,3136	0
 0497330635	09.08.2025	8:00:00	LP: A-_T0	69051391	160	172,0704	43,0176	0
 0497330635	09.08.2025	8:15:00	LP: A-_T0	69051391	160	208,9088	52,2272	0
 0497330635	09.08.2025	8:30:00	LP: A-_T0	69051391	160	249,3824	62,3456	0
 0497330635	09.08.2025	8:45:00	LP: A-_T0	69051391	160	285,8368	71,4592	0
 0497330635	09.08.2025	9:00:00	LP: A-_T0	69051391	160	321,8304	80,4576	0
 0497330635	09.08.2025	9:15:00	LP: A-_T0	69051391	160	353,9648	88,4912	0
 0497330635	09.08.2025	9:30:00	LP: A-_T0	69051391	160	382,7456	95,6864	0
 0497330635	09.08.2025	9:45:00	LP: A-_T0	69051391	160	410,464	102,616	0
 0497330635	09.08.2025	10:00:00	LP: A-_T0	69051391	160	436,0512	109,0128	0
 0497330635	09.08.2025	10:15:00	LP: A-_T0	69051391	160	459,7632	114,9408	0
 0497330635	09.08.2025	10:30:00	LP: A-_T0	69051391	160	480,576	120,144	0
 0497330635	09.08.2025	10:45:00	LP: A-_T0	69051391	160	483,8016	120,9504	0
 0497330635	09.08.2025	11:00:00	LP: A-_T0	69051391	160	484,3712	121,0928	0
 0497330635	09.08.2025	11:15:00	LP: A-_T0	69051391	160	481,5296	120,3824	0
 0497330635	09.08.2025	11:30:00	LP: A-_T0	69051391	160	459,328	114,832	0
 0497330635	09.08.2025	11:45:00	LP: A-_T0	69051391	160	458,4448	114,6112	0
 0497330635	09.08.2025	12:00:00	LP: A-_T0	69051391	160	457,3312	114,3328	0
 0497330635	09.08.2025	12:15:00	LP: A-_T0	69051391	160	457,8432	114,4608	0
 0497330635	09.08.2025	12:30:00	LP: A-_T0	69051391	160	461,2864	115,3216	0
 0497330635	09.08.2025	12:45:00	LP: A-_T0	69051391	160	454,1504	113,5376	0
 0497330635	09.08.2025	13:00:00	LP: A-_T0	69051391	160	449,5168	112,3792	0
 0497330635	09.08.2025	13:15:00	LP: A-_T0	69051391	160	451,1424	112,7856	0
 0497330635	09.08.2025	13:30:00	LP: A-_T0	69051391	160	449,4528	112,3632	0
 0497330635	09.08.2025	13:45:00	LP: A-_T0	69051391	160	463,5392	115,8848	0
 0497330635	09.08.2025	14:00:00	LP: A-_T0	69051391	160	473,7984	118,4496	0
 0497330635	09.08.2025	14:15:00	LP: A-_T0	69051391	160	468,1408	117,0352	0
 0497330635	09.08.2025	14:30:00	LP: A-_T0	69051391	160	468,9984	117,2496	0
 0497330635	09.08.2025	14:45:00	LP: A-_T0	69051391	160	473,8048	118,4512	0
 0497330635	09.08.2025	15:00:00	LP: A-_T0	69051391	160	471,7248	117,9312	0
 0497330635	09.08.2025	15:15:00	LP: A-_T0	69051391	160	478,912	119,728	0
 0497330635	09.08.2025	15:30:00	LP: A-_T0	69051391	160	457,4528	114,3632	0
 0497330635	09.08.2025	15:45:00	LP: A-_T0	69051391	160	443,6736	110,9184	0
 0497330635	09.08.2025	16:00:00	LP: A-_T0	69051391	160	429,504	107,376	0
 0497330635	09.08.2025	16:15:00	LP: A-_T0	69051391	160	400,6912	100,1728	0
 0497330635	09.08.2025	16:30:00	LP: A-_T0	69051391	160	372,5312	93,1328	0
 0497330635	09.08.2025	16:45:00	LP: A-_T0	69051391	160	340,2048	85,0512	0
 0497330635	09.08.2025	17:00:00	LP: A-_T0	69051391	160	310,5024	77,6256	0
 0497330635	09.08.2025	17:15:00	LP: A-_T0	69051391	160	276,5888	69,1472	0
 0497330635	09.08.2025	17:30:00	LP: A-_T0	69051391	160	241,9008	60,4752	0
 0497330635	09.08.2025	17:45:00	LP: A-_T0	69051391	160	205,2736	51,3184	0
 0497330635	09.08.2025	18:00:00	LP: A-_T0	69051391	160	169,0624	42,2656	0
 0497330635	09.08.2025	18:15:00	LP: A-_T0	69051391	160	133,504	33,376	0
 0497330635	09.08.2025	18:30:00	LP: A-_T0	69051391	160	97,3888	24,3472	0
 0497330635	09.08.2025	18:45:00	LP: A-_T0	69051391	160	65,6512	16,4128	0
 0497330635	09.08.2025	19:00:00	LP: A-_T0	69051391	160	40,0896	10,0224	0
 0497330635	09.08.2025	19:15:00	LP: A-_T0	69051391	160	23,5456	5,8864	0
 0497330635	09.08.2025	19:30:00	LP: A-_T0	69051391	160	15,5264	3,8816	0
 0497330635	09.08.2025	19:45:00	LP: A-_T0	69051391	160	10,7904	2,6976	0
 0497330635	09.08.2025	20:00:00	LP: A-_T0	69051391	160	5,92	1,48	0
 0497330635	09.08.2025	20:15:00	LP: A-_T0	69051391	160	1,7088	0,4272	0
 0497330635	09.08.2025	20:30:00	LP: A-_T0	69051391	160	0,0064	0,0016	0
 0497330635	09.08.2025	20:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	21:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	21:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	21:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	21:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	22:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	22:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	22:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	22:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	23:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	23:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	23:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	09.08.2025	23:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	0:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	0:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	0:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	0:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	1:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	1:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	1:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	1:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	2:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	2:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	2:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	2:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	3:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	3:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	3:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	3:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	4:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	4:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	4:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	4:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	5:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	5:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	5:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	5:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	6:00:00	LP: A-_T0	69051391	160	2,624	0,656	0
 0497330635	10.08.2025	6:15:00	LP: A-_T0	69051391	160	7,7568	1,9392	0
 0497330635	10.08.2025	6:30:00	LP: A-_T0	69051391	160	14,3872	3,5968	0
 0497330635	10.08.2025	6:45:00	LP: A-_T0	69051391	160	25,3312	6,3328	0
 0497330635	10.08.2025	7:00:00	LP: A-_T0	69051391	160	44,8384	11,2096	0
 0497330635	10.08.2025	7:15:00	LP: A-_T0	69051391	160	70,2912	17,5728	0
 0497330635	10.08.2025	7:30:00	LP: A-_T0	69051391	160	99,5328	24,8832	0
 0497330635	10.08.2025	7:45:00	LP: A-_T0	69051391	160	129,8432	32,4608	0
 0497330635	10.08.2025	8:00:00	LP: A-_T0	69051391	160	163,8784	40,9696	0
 0497330635	10.08.2025	8:15:00	LP: A-_T0	69051391	160	200,8832	50,2208	0
 0497330635	10.08.2025	8:30:00	LP: A-_T0	69051391	160	237,6384	59,4096	0
 0497330635	10.08.2025	8:45:00	LP: A-_T0	69051391	160	272,416	68,104	0
 0497330635	10.08.2025	9:00:00	LP: A-_T0	69051391	160	304,224	76,056	0
 0497330635	10.08.2025	9:15:00	LP: A-_T0	69051391	160	335,2768	83,8192	0
 0497330635	10.08.2025	9:30:00	LP: A-_T0	69051391	160	364,6656	91,1664	0
 0497330635	10.08.2025	9:45:00	LP: A-_T0	69051391	160	392,7872	98,1968	0
 0497330635	10.08.2025	10:00:00	LP: A-_T0	69051391	160	418,432	104,608	0
 0497330635	10.08.2025	10:15:00	LP: A-_T0	69051391	160	442,2848	110,5712	0
 0497330635	10.08.2025	10:30:00	LP: A-_T0	69051391	160	462,784	115,696	0
 0497330635	10.08.2025	10:45:00	LP: A-_T0	69051391	160	475,264	118,816	0
 0497330635	10.08.2025	11:00:00	LP: A-_T0	69051391	160	477,92	119,48	0
 0497330635	10.08.2025	11:15:00	LP: A-_T0	69051391	160	482,2336	120,5584	0
 0497330635	10.08.2025	11:30:00	LP: A-_T0	69051391	160	482,0864	120,5216	0
 0497330635	10.08.2025	11:45:00	LP: A-_T0	69051391	160	483,008	120,752	0
 0497330635	10.08.2025	12:00:00	LP: A-_T0	69051391	160	482,496	120,624	0
 0497330635	10.08.2025	12:15:00	LP: A-_T0	69051391	160	480,0128	120,0032	0
 0497330635	10.08.2025	12:30:00	LP: A-_T0	69051391	160	473,9776	118,4944	0
 0497330635	10.08.2025	12:45:00	LP: A-_T0	69051391	160	469,856	117,464	0
 0497330635	10.08.2025	13:00:00	LP: A-_T0	69051391	160	456,0576	114,0144	0
 0497330635	10.08.2025	13:15:00	LP: A-_T0	69051391	160	459,7824	114,9456	0
 0497330635	10.08.2025	13:30:00	LP: A-_T0	69051391	160	462,8096	115,7024	0
 0497330635	10.08.2025	13:45:00	LP: A-_T0	69051391	160	469,312	117,328	0
 0497330635	10.08.2025	14:00:00	LP: A-_T0	69051391	160	465,7536	116,4384	0
 0497330635	10.08.2025	14:15:00	LP: A-_T0	69051391	160	471,392	117,848	0
 0497330635	10.08.2025	14:30:00	LP: A-_T0	69051391	160	472,0448	118,0112	0
 0497330635	10.08.2025	14:45:00	LP: A-_T0	69051391	160	471,4432	117,8608	0
 0497330635	10.08.2025	15:00:00	LP: A-_T0	69051391	160	471,3856	117,8464	0
 0497330635	10.08.2025	15:15:00	LP: A-_T0	69051391	160	465,4528	116,3632	0
 0497330635	10.08.2025	15:30:00	LP: A-_T0	69051391	160	455,4048	113,8512	0
 0497330635	10.08.2025	15:45:00	LP: A-_T0	69051391	160	434,7456	108,6864	0
 0497330635	10.08.2025	16:00:00	LP: A-_T0	69051391	160	412,8832	103,2208	0
 0497330635	10.08.2025	16:15:00	LP: A-_T0	69051391	160	387,3472	96,8368	0
 0497330635	10.08.2025	16:30:00	LP: A-_T0	69051391	160	357,5744	89,3936	0
 0497330635	10.08.2025	16:45:00	LP: A-_T0	69051391	160	325,8624	81,4656	0
 0497330635	10.08.2025	17:00:00	LP: A-_T0	69051391	160	294,7456	73,6864	0
 0497330635	10.08.2025	17:15:00	LP: A-_T0	69051391	160	263,3536	65,8384	0
 0497330635	10.08.2025	17:30:00	LP: A-_T0	69051391	160	228,288	57,072	0
 0497330635	10.08.2025	17:45:00	LP: A-_T0	69051391	160	193,824	48,456	0
 0497330635	10.08.2025	18:00:00	LP: A-_T0	69051391	160	158,8864	39,7216	0
 0497330635	10.08.2025	18:15:00	LP: A-_T0	69051391	160	123,1296	30,7824	0
 0497330635	10.08.2025	18:30:00	LP: A-_T0	69051391	160	66,3872	16,5968	0
 0497330635	10.08.2025	18:45:00	LP: A-_T0	69051391	160	59,744	14,936	0
 0497330635	10.08.2025	19:00:00	LP: A-_T0	69051391	160	45,664	11,416	0
 0497330635	10.08.2025	19:15:00	LP: A-_T0	69051391	160	38,0352	9,5088	0
 0497330635	10.08.2025	19:30:00	LP: A-_T0	69051391	160	20,9024	5,2256	0
 0497330635	10.08.2025	19:45:00	LP: A-_T0	69051391	160	8,9984	2,2496	0
 0497330635	10.08.2025	20:00:00	LP: A-_T0	69051391	160	3,5456	0,8864	0
 0497330635	10.08.2025	20:15:00	LP: A-_T0	69051391	160	0,544	0,136	0
 0497330635	10.08.2025	20:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	20:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	21:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	21:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	21:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	21:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	22:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	22:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	22:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	22:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	23:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	23:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	23:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	10.08.2025	23:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	0:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	0:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	0:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	0:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	1:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	1:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	1:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	1:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	2:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	2:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	2:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	2:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	3:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	3:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	3:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	3:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	4:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	4:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	4:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	4:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	5:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	5:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	5:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	5:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	6:00:00	LP: A-_T0	69051391	160	1,8624	0,4656	0
 0497330635	11.08.2025	6:15:00	LP: A-_T0	69051391	160	9,984	2,496	0
 0497330635	11.08.2025	6:30:00	LP: A-_T0	69051391	160	19,3344	4,8336	0
 0497330635	11.08.2025	6:45:00	LP: A-_T0	69051391	160	29,4848	7,3712	0
 0497330635	11.08.2025	7:00:00	LP: A-_T0	69051391	160	45,1456	11,2864	0
 0497330635	11.08.2025	7:15:00	LP: A-_T0	69051391	160	62,1248	15,5312	0
 0497330635	11.08.2025	7:30:00	LP: A-_T0	69051391	160	76,544	19,136	0
 0497330635	11.08.2025	7:45:00	LP: A-_T0	69051391	160	72,896	18,224	0
 0497330635	11.08.2025	8:00:00	LP: A-_T0	69051391	160	144,9664	36,2416	0
 0497330635	11.08.2025	8:15:00	LP: A-_T0	69051391	160	174,176	43,544	0
 0497330635	11.08.2025	8:30:00	LP: A-_T0	69051391	160	219,3536	54,8384	0
 0497330635	11.08.2025	8:45:00	LP: A-_T0	69051391	160	257,056	64,264	0
 0497330635	11.08.2025	9:00:00	LP: A-_T0	69051391	160	283,3216	70,8304	0
 0497330635	11.08.2025	9:15:00	LP: A-_T0	69051391	160	325,3312	81,3328	0
 0497330635	11.08.2025	9:30:00	LP: A-_T0	69051391	160	364,4224	91,1056	0
 0497330635	11.08.2025	9:45:00	LP: A-_T0	69051391	160	387,2896	96,8224	0
 0497330635	11.08.2025	10:00:00	LP: A-_T0	69051391	160	413,4592	103,3648	0
 0497330635	11.08.2025	10:15:00	LP: A-_T0	69051391	160	447,1616	111,7904	0
 0497330635	11.08.2025	10:30:00	LP: A-_T0	69051391	160	473,6064	118,4016	0
 0497330635	11.08.2025	10:45:00	LP: A-_T0	69051391	160	442,7648	110,6912	0
 0497330635	11.08.2025	11:00:00	LP: A-_T0	69051391	160	422,6368	105,6592	0
 0497330635	11.08.2025	11:15:00	LP: A-_T0	69051391	160	399,8656	99,9664	0
 0497330635	11.08.2025	11:30:00	LP: A-_T0	69051391	160	402,7456	100,6864	0
 0497330635	11.08.2025	11:45:00	LP: A-_T0	69051391	160	451,8208	112,9552	0
 0497330635	11.08.2025	12:00:00	LP: A-_T0	69051391	160	456,832	114,208	0
 0497330635	11.08.2025	12:15:00	LP: A-_T0	69051391	160	478,1696	119,5424	0
 0497330635	11.08.2025	12:30:00	LP: A-_T0	69051391	160	475,3792	118,8448	0
 0497330635	11.08.2025	12:45:00	LP: A-_T0	69051391	160	478,2336	119,5584	0
 0497330635	11.08.2025	13:00:00	LP: A-_T0	69051391	160	481,5104	120,3776	0
 0497330635	11.08.2025	13:15:00	LP: A-_T0	69051391	160	486,1184	121,5296	0
 0497330635	11.08.2025	13:30:00	LP: A-_T0	69051391	160	487,6544	121,9136	0
 0497330635	11.08.2025	13:45:00	LP: A-_T0	69051391	160	481,3632	120,3408	0
 0497330635	11.08.2025	14:00:00	LP: A-_T0	69051391	160	476,9792	119,2448	0
 0497330635	11.08.2025	14:15:00	LP: A-_T0	69051391	160	487,5136	121,8784	0
 0497330635	11.08.2025	14:30:00	LP: A-_T0	69051391	160	471,5776	117,8944	0
 0497330635	11.08.2025	14:45:00	LP: A-_T0	69051391	160	468,9088	117,2272	0
 0497330635	11.08.2025	15:00:00	LP: A-_T0	69051391	160	470,6816	117,6704	0
 0497330635	11.08.2025	15:15:00	LP: A-_T0	69051391	160	483,2128	120,8032	0
 0497330635	11.08.2025	15:30:00	LP: A-_T0	69051391	160	468,8896	117,2224	0
 0497330635	11.08.2025	15:45:00	LP: A-_T0	69051391	160	445,9904	111,4976	0
 0497330635	11.08.2025	16:00:00	LP: A-_T0	69051391	160	418,912	104,728	0
 0497330635	11.08.2025	16:15:00	LP: A-_T0	69051391	160	391,6608	97,9152	0
 0497330635	11.08.2025	16:30:00	LP: A-_T0	69051391	160	361,7408	90,4352	0
 0497330635	11.08.2025	16:45:00	LP: A-_T0	69051391	160	328,7744	82,1936	0
 0497330635	11.08.2025	17:00:00	LP: A-_T0	69051391	160	297,568	74,392	0
 0497330635	11.08.2025	17:15:00	LP: A-_T0	69051391	160	266,8928	66,7232	0
 0497330635	11.08.2025	17:30:00	LP: A-_T0	69051391	160	233,0176	58,2544	0
 0497330635	11.08.2025	17:45:00	LP: A-_T0	69051391	160	196,0896	49,0224	0
 0497330635	11.08.2025	18:00:00	LP: A-_T0	69051391	160	160,9216	40,2304	0
 0497330635	11.08.2025	18:15:00	LP: A-_T0	69051391	160	125,2224	31,3056	0
 0497330635	11.08.2025	18:30:00	LP: A-_T0	69051391	160	93,3056	23,3264	0
 0497330635	11.08.2025	18:45:00	LP: A-_T0	69051391	160	66,1184	16,5296	0
 0497330635	11.08.2025	19:00:00	LP: A-_T0	69051391	160	44,7808	11,1952	0
 0497330635	11.08.2025	19:15:00	LP: A-_T0	69051391	160	30,2848	7,5712	0
 0497330635	11.08.2025	19:30:00	LP: A-_T0	69051391	160	20,672	5,168	0
 0497330635	11.08.2025	19:45:00	LP: A-_T0	69051391	160	13,1776	3,2944	0
 0497330635	11.08.2025	20:00:00	LP: A-_T0	69051391	160	6,5344	1,6336	0
 0497330635	11.08.2025	20:15:00	LP: A-_T0	69051391	160	1,5744	0,3936	0
 0497330635	11.08.2025	20:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	20:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	21:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	21:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	21:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	21:45:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	22:00:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	22:15:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	22:30:00	LP: A-_T0	69051391	160	0	0	0
 0497330635	11.08.2025	22:45:00	LP: A-_T0	69051391	160	0	0	0
